REP,INSTN,TREAT,x1,x2,x3,x4,x5,x6,x7,x8,Pwev,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68
12,21,TD,10,10,10,5,7,5,7,1,5,9,7,9,1.333333333,0,3,1,2,82,42,20,-50.58072009,-1.481873112,11.614,10.954,6.866,3.106,-61.25669663,-0.135420813,36.6,62.8,60.6,52.6,63.6810747,0.221258088,46.92,58,30.675,0,-56.83073904,-0.761285138,6,19,0.2214,0.0369,18.56,17.566,15.22,13.832,8.14,7.302,16.2,2.630965652,1.4,58.12,41.33096565,94.64439655,90.8804205,89.70515971,16.24052872,35.62831372,13.6520324,0.011652632,1.366666667,0.82,0.956998811,0.127510434,17,10
12,78,TD,10,10,10,7,7,7,9,3,7,9,9,9,3.5,0,3,3,4,76,21,18,-43.32706767,-1.399546828,9.782,10.204,4.88,3.85,-54.89709032,-0.106190729,55.6,60.8,59.2,53.4,3.455173272,-0.034305718,42.6,55.1,17.6,0,-72.04868655,-0.752911849,9,103,1.6255,0.180611111,24.18,24.04,19.36,18.233,12.68,11.758,138.2,27.47070899,9.2,194.42,81.50170899,99.4210091,94.17871901,92.72870662,19.87750289,60.02185396,37.92872049,0.015781553,6.689300412,6.02037037,0.580275702,0.59801023,267,9
12,78,TD,10,10,10,7,9,5,7,3,7,9,7,9,2,0,3,1,3.2,79,24,19,-45.22679325,-1.446374622,11.044,9.532,6.322,4.436,-57.3108409,-0.105988968,50.2,64.4,62.6,54.6,21.23197063,0.059340193,47.4,58.96,22.56666667,0,-70.67061127,-0.812657968,10,66,1.2518,0.12518,21.38,21.29,14.16,13.752,4.96,4.578,91.4,26.70075701,5,131.9,66.32075701,99.57904584,97.11864407,92.2983871,29.21308207,58.57951827,34.78744455,0.018966667,4.636296296,4.636296296,0.580275702,0.59801023,267,8
12,60,TD,10,10,10,7,9,7,7,3,9,9,9,9,1,1.6,3,3,2.2,71,19,17,-41.8828762,-1.303625378,10.884,10.426,5.084,3.974,-62.72303721,-0.120016124,42.2,49,48.8,40.8,10.24109994,-0.015529861,44.26,46.76,11.5,0,-103.0912225,-0.770472048,9,87,2.1925,0.243611111,16.76,16.494,7.22,6.76,12.14,11.068,169.4,43.70768083,7,205.52,78.02968083,98.41288783,93.62880886,91.16968699,25.80146448,82.77651394,56.16487962,0.025201149,9.022633745,8.12037037,0.392245467,0.884752811,239,7
12,27,TD,8,9,9,5,7,5,7,1,5,7,5,9,0,0,3,1,1.6,39,20,19,-26.85897436,-0.482628399,8.772,7.62,5.7,2.324,-58.07223539,-0.097172802,21.4,29.6,25.6,25.4,24.54382683,0.039164103,41.16,49.1,23.32,0,-66.54785161,-0.677982391,8,30,1.2215,0.1526875,9.44,8.952,1.84,1.82,3.34,2.702,142.6,30.91001971,3.2,157.22,44.38401971,94.83050847,98.91304348,80.89820359,21.67603065,92.12648816,76.47586477,0.040716667,5.655092593,4.524074074,0.623151096,0.442884662,23,6
12,237,TD,9,10,10,5,5,5,7,3,7,9,7,9,0,0,5,1,1,42,19,14,-40.53884712,-0.672960725,9.634,8.762,7.25,1.518,-52.66163389,-0.117431633,24,31.8,31.2,25.4,24.41662635,0.020833775,42.94,49.66,14.6,0,-88.28367005,-0.749006046,5,24,1.68374,0.336748,6.24,6.238,0.8,0.882,2.14,1.714,146.568,32.34252003,1,155.748,41.17652003,99.96794872,110.25,80.09345794,22.06656298,93.86850445,81.83700441,0.070155833,12.47214815,6.236074074,0.013045066,0.321309592,201,5
12,129,TD,10,10,10,5,7,7,7,1,9,9,9,9,3,1.6,3,1,3,78,22,19,-42.71561772,-1.423716012,9.972,10.254,5.364,2.916,-60.07331664,-0.119258513,38.2,50.2,47.4,42.8,22.60104287,0.055648669,42.12,46.56,14.88,0,-90.83325991,-0.722558608,10,57,1.8934,0.18934,15.96,15.454,12.08,11.254,10.08,9.014,225.4,25.200288,5.8,263.52,60.922288,96.82957393,93.16225166,89.42460317,11.180252,83.09975537,51.41780935,0.033217544,7.012592593,7.012592593,0.485918899,0.78005291,93,4
12,186,TD,9,10,10,5,7,5,7,1,7,9,7,9,3.6,1.8,3,5,3,78,31,19,-49.48304384,-1.416918429,11.124,9.324,5.324,5.016,-61.00964733,-0.103374987,43.6,54.2,53,51,20.84004283,0.100456137,42.46,56.04,14.42,0,-75.6186702,-0.770879389,8,61,1.0735,0.1341875,19.38,19,17.68,16.906,9.9,9.432,106.06,20.90534603,7.2,153.02,66.24334603,98.03921569,95.62217195,95.27272727,19.71086746,67.68906453,35.33947258,0.017598361,4.969907407,3.975925926,0.681919869,0.405264451,150,3
12,92,TD,9,9,9,5,7,7,7,1,7,9,7,9,2,0,3,3,2,74,29,18,-49.37092265,-1.345166163,12.296,11.53,7.514,3.508,-58.83181556,-0.138901453,56.8,70.4,65.4,55.6,11.84648608,-0.03243874,44.08,57.04,18.32,0,-71.81443234,-0.778640076,8,33,1.4901,0.1862625,15.6,15.422,14.82,13.408,9.56,9.43,154.58,22.87355259,4.4,194.56,61.13355259,98.85897436,90.47233468,98.64016736,14.79722641,80.02458104,47.55076253,0.045154545,6.898611111,5.518888889,0.571826838,0.580072586,57,2
12,5,TD,8,10,10,5,9,9,7,3,7,9,7,9,1.8,1.25,5,1,1.2,80,30,18,-51.25,-1.489425982,10.9,11.192,8.43,5.384,-34.04372887,-0.087895831,44,59.6,58.2,47.2,26.80543762,0.046059192,42.84,56.08,15.92,0,-74.0396206,-0.768936035,10,49,2.3011,0.23011,15,14.63,7.72,6.684,2.6,3.098,244.14,52.60345874,4.6,269.46,77.01545874,97.53333333,86.58031088,119.1538462,21.54643186,89.32129981,70.36512943,0.046961224,8.522592593,8.522592593,0.454118902,1.085035337,2,1
13,124,TD,8,10,10,5,7,5,5,3,9,9,9,9,1.333333333,1.25,3,1,1.6,58,19,17,-38.88384755,-0.989425982,11.886,8.372,3.618,3.202,-90.18140141,-0.142928821,37,48.4,45.6,37.2,18.88533597,-0.004009759,49.58,49.16,14.16666667,0,-105.3629823,-0.842671758,7,26,1.1442,0.163457143,15.92,15.624,9.44,8.67,2.22,2.806,136.18,25.05315959,2.6,163.76,52.15315959,98.14070352,91.84322034,126.3963964,18.39709178,81.25132542,51.5858095,0.044007692,6.053968254,4.237777778,0.684330479,0.463919031,88,1
13,165,TD,8,8,8,5,7,7,7,3,9,9,9,9,2.6,1.8,3,1,2.8,60,18,18,-35,-1.01510574,10.064,11.008,6.092,3.894,-47.30516371,-0.107030657,41,59.4,58,49,37.34873263,0.11250663,52.46,56.48,19.7,0,-90.79074861,-0.887552774,9,62,2.2818,0.253533333,14.84,14.174,14.48,14.612,4.16,3.86,242.6,64.58814864,6.6,276.08,97.23414864,95.51212938,100.9116022,92.78846154,26.62330941,78.53775657,55.7694238,0.036803226,9.390123457,8.451111111,0.205213935,0.732783804,129,2
13,137,TD,9,10,10,5,5,5,7,1,5,9,5,9,2.75,1,3,3,1.2,80,30,17,-52.91666667,-1.512839879,10.538,9.602,7.22,4.544,-46.04404327,-0.093222446,49.2,63.8,60.6,58.8,23.66902376,0.12266893,56.22,52.24,17.86666667,0,-106.2115415,-0.931300166,8,23,0.6959,0.0869875,15.4,15.258,12.96,12.972,8.2,8.112,100,19.78932711,3.2,136.56,56.13132711,99.07792208,100.0925926,98.92682927,19.78932711,76.99518547,50.88099581,0.030256522,3.221759259,2.577407407,0.822643443,0.305433998,101,3
13,78,TD,10,10,10,5,7,7,7,1,5,9,7,9,1,0,3,3,2.2,82,36,18,-53.04878049,-1.533232628,11.218,10.296,7.02,3.878,-54.95639393,-0.115803967,45.2,68,63,62.4,42.77207638,0.22130052,49.9,45.84,16.8,0,-104.8203912,-0.819618118,8,42,1.462,0.18275,23.68,23.316,23.12,22.458,9.78,9.054,203.2,50.27145789,5,259.78,105.0994579,98.46283784,97.1366782,92.57668712,24.7398907,72.91120052,54.0836272,0.034809524,6.768518519,5.414814815,0.580275702,0.59801023,267,4
13,128,TD,10,10,10,7,9,7,7,3,9,9,9,9,3.2,2.2,3,3,2,70,18,17,-39.92063492,-1.28021148,12.23,10.56,5.23,3.89,-72.66890334,-0.139992575,53,64.4,58.4,54.2,9.795403502,-0.006491991,52.54,54,8.98,0,-113.9248685,-0.93134189,7,62,1.7985,0.256928571,17.64,16.63,18.88,18.4,8.84,8.054,101.2,26.2470466,3.8,146.56,69.3310466,94.27437642,97.45762712,91.10859729,25.9358168,81.03364679,55.80641179,0.029008065,9.515873016,6.661111111,0.475244854,0.689501368,92,5
13,119,TD,9,10,10,5,9,7,7,3,7,9,7,9,1.4,1.2,3,3,1.2,78,32,17,-52.92467949,-1.462990937,13.124,12.646,8.602,4.248,-52.49271874,-0.14004328,43.8,58.4,56.6,47.4,24.83300257,0.048817227,47.66,51.58,15.92,0,-94.24373054,-0.817367137,8,41,0.9958,0.124475,19.84,19.564,11.7,11.344,7.76,7.534,75.7,15.03614118,3,115,53.47814118,98.60887097,96.95726496,97.08762887,19.86280209,64.54318802,43.80675156,0.024287805,4.610185185,3.688148148,0.708636251,0.380697199,84,6
13,78,TD,10,10,10,7,7,5,7,3,5,9,5,9,2.75,0,1,5,3.4,80,42,19,-51.13095238,-1.45694864,10.73,10.368,8.886,3.444,-38.08183462,-0.105775751,53.8,69.2,66.4,60,21.36544114,0.079367773,50.12,53.48,21.8,22.36,-51.67691825,-0.529788904,8,51,0.8217,0.1027125,25.1,25.062,22,20.308,9.34,8.788,101.18,25.17378958,5.8,157.62,79.33178958,99.84860558,92.30909091,94.08993576,24.88020319,63.20504151,37.95333451,0.016111765,3.804166667,3.043333333,0.580275702,0.59801023,267,7
13,93,TD,10,10,10,5,7,7,7,5,9,9,9,9,3.6,3.4,3,3,3,65,19,19,-35.38461538,-1.111782477,10.5866,9.416,5.868,4.664,-55.57727286,-0.098223167,58.8,73.6,70.4,61.2,16.46618133,0.025798239,43.38,45.38,10.44,0,-105.7171844,-0.757339557,9,88,2.0478,0.227533333,17.22,17.592,23.82,23.216,6.78,6.384,255.58,52.99096653,10.8,303.4,100.1829665,102.1602787,97.4643157,94.15929204,20.73361238,84.11796217,58.18157742,0.023270455,8.427160494,7.584444444,0.270959824,0.643420019,58,8
13,11,TD,10,10,10,5,9,7,7,3,7,9,9,9,2,1.6,3,3,2.2,68,24,18,-44.85294118,-1.203927492,11.844,11.576,6.532,3.82,-59.67521763,-0.133417206,50,64.4,63.4,58.6,24.72354566,0.120038188,53.48,54.24,11.93333333,0,-109.9112581,-0.930923235,10,90,3.301,0.3301,23.94,22.832,17.34,15.764,7.02,6.586,351.58,69.33105571,9.8,399.88,114.5130557,95.37176274,90.911188,93.81766382,19.71985202,84.12326132,63.8899963,0.036677778,12.22592593,12.22592593,-0.007674701,1.209599636,258,9
13,66,TD,10,10,10,7,9,7,7,3,9,9,9,9,2,0,3,3,3.2,76,18,16,-43.71345029,-1.448640483,10.586,8.404,3.056,2.098,-94.69788204,-0.142402037,36.8,44.8,43.8,38.2,15.24519154,0.018966797,52.22,47.96,12.92,0,-114.5520114,-0.880914395,10,63,3.0858,0.30858,14.58,14.024,5.16,5.31,3.24,3.15,283.5,66.23728399,7,306.48,88.72128399,96.18655693,102.9069767,97.22222222,23.36412134,92.1488784,71.93988937,0.048980952,11.42888889,11.42888889,0.1803068,1.299436828,245,10
13,78,TD,9,10,9,5,7,7,7,3,5,9,7,9,2,0,3,3,3.2,78,30,17,-52.43589744,-1.464501511,9.074,8.024,7.104,3.208,-41.317907,-0.084281532,48.8,61.2,60.6,52,19.69897086,0.048011032,49.62,50.52,24.23333333,0,-83.55174704,-0.798961847,9,70,1.6264,0.180711111,17.92,16.86,13.82,12.236,8.54,6.954,142.2,25.03790406,5.2,182.48,61.08790406,94.08482143,88.53835022,81.42857143,17.60752747,76.85123882,55.78342762,0.023234286,6.693004115,6.023703704,0.580275702,0.59801023,267,11
13,85,TD,10,10,10,5,9,7,7,3,7,9,7,9,2.6,1.6,3,3,2,80,26,19,-47.21153846,-1.469033233,11.008,10.574,8.888,3.8,-38.96926559,-0.105787843,48.2,64.2,61.8,53.2,24.81808379,0.065577596,56.5,53.8,24.83333333,0,-91.95348225,-0.907301722,10,114,4.302,0.4302,19.86,19.508,13.02,12.392,9.54,7.438,335.8,86.12800046,9.8,378.22,125.4660005,98.22759315,95.17665131,77.96645702,25.64860049,88.6481554,68.6864288,0.037736842,15.93333333,15.93333333,-0.139991638,1.815975982,265,12
13,54,TD,10,10,10,5,7,7,7,1,7,9,7,9,0,0,3,3,1.8,62,20,17,-41.37096774,-1.085347432,10.486,10.996,5.492,2.776,-61.67552124,-0.130985255,28.6,41.2,38.8,29.6,30.32692127,0.00952583,48.7,44.52,17.734,0,-102.082713,-0.792290442,10,44,1.981,0.1981,12.06,11.63,3.36,3.072,3,2.548,150.6,30.00480805,4,169.02,47.25480805,96.4344942,91.42857143,84.93333333,19.92351132,87.65022002,70.60853407,0.045022727,7.337037037,7.337037037,0.264914105,0.597175272,43,13
13,134,TD,10,10,10,5,9,7,7,3,5,7,7,9,1,1,3,3,2.2,77,38,18,-51.6404648,-1.410876133,12.04,9.662,8.216,3.604,-53.42813346,-0.122372123,41.4,49.6,48.4,39.4,11.18906134,-0.027707648,51.4,44.62,20.06,10.2,-84.61742407,-0.681807574,9,33,1.6711,0.185677778,12.6,12.368,5.52,5.52,7.4,6.69,218,51.68710233,4.2,243.52,76.26510233,98.15873016,100,90.40540541,23.70967997,88.53047162,66.51888651,0.050639394,6.876954733,6.189259259,0.562139456,0.71341136,98,14
13,146,TD,10,10,10,7,9,7,7,3,9,9,9,9,0,0,3,3,2.8,80,23,17,-48.66847826,-1.518126888,10.866,10.76,4.846,2.458,-72.36426353,-0.142824865,51.2,69.8,65.8,54.8,25.02502423,0.040394611,47.56,45.58,13.28,0,-108.3609099,-0.803023231,10,97,4.3565,0.43565,10.9,10.9,8.46,7.824,7.66,22.182,308,80.8867576,9.2,335.02,121.7927576,100,92.4822695,289.5822454,26.26193429,86.74791603,65.45399636,0.044912371,16.13518519,16.13518519,-0.697041,1.250990627,110,15
13,199,TD,10,10,10,5,7,7,7,3,7,9,7,9,5.6,3.2,3,3,2.8,82,27,19,-48.35140018,-1.516616314,10.61,8.938,7.74,4.124,-44.73494624,-0.094416039,59.8,76.6,76,69.2,24.32789953,0.134337541,47.78,51.38,17.34,0,-92.05025977,-0.81111064,8,33,0.8495,0.1061875,26.62,24.412,26.58,25.088,11.44,10.746,58.8,15.20942743,2.8,123.44,75.45542743,91.7054846,94.38675696,93.93356643,25.86637317,42.8131791,19.54993271,0.025742424,3.93287037,3.146296296,0.580244339,0.192309686,163,16
13,268,TD,10,10,10,7,9,7,7,3,9,9,9,9,2.5,0.8,3,1,2,76,18,18,-38.15789474,-1.401812689,10.912,9.932,6.124,3.59,-61.11438336,-0.118250769,46,53.8,51.8,52.2,13.49644988,0.078519147,54.16,48.06,13.65,0,-116.1942605,-0.905080089,10,52,2.0164,0.20164,12.54,12.098,10.78,9.192,8.04,7.344,172,36.79971677,4.6,203.36,65.43371677,96.47527911,85.2690167,91.34328358,21.39518417,84.51392117,57.55010755,0.038776923,7.468148148,7.468148148,0.046499437,0.688630904,268,17
13,230,TD,10,10,10,5,9,5,7,3,5,9,5,9,1.25,1.333333333,3,1,1.2,80,34,17,-53.75,-1.509818731,12.004,11.6,10.278,3.014,-38.32050609,-0.127960963,47.8,62.6,63.8,55.2,28.38606806,0.11509494,51.8,51.82,23.38,19.46666667,-60.42299235,-0.577372794,4,11,0.3838,0.09595,18.18,17.784,17.58,16.12,6.36,5.486,46.2,5.095336077,1.6,88.32,44.48533608,97.82178218,91.69510808,86.25786164,11.02886597,60.65407051,44.38702764,0.034890909,3.553703704,1.421481481,0.9197035,0.205203272,194,18
14,6,TD,8,10,10,5,7,5,7,1,5,7,5,9,3,1.8,5,3,2.4,80,37,18,-52.55067568,-1.484138973,10.672,9.132,8.234,4.642,-38.80516989,-0.086693116,57.2,68.8,69,61.4,16.89892037,0.064962342,51,52.68,19.54,0,-92.94734021,-0.851225204,10,31,2.2456,0.22456,26.54,25.844,17,15.904,2.76,2.38,149.8,19.55657632,2.2,196.1,63.68457632,97.37754333,93.55294118,86.23188406,13.05512438,69.58774,77.58521456,0.07243871,8.317037037,8.317037037,0.461272525,1.047048088,3,18
14,73,TD,10,10,10,7,7,5,7,1,7,9,7,9,1.6,0,5,1,2.6,79,25,17,-50.17721519,-1.49244713,12.348,11.064,7.722,4.006,-56.64526822,-0.12986231,39.6,57.8,57.8,53,43.19142987,0.192107776,50.74,55.36,13.75,16.5,-59.39066318,-0.665792935,8,31,1.742,0.21775,19.6,18.516,13.12,11.752,3.74,3.452,223.2,45.13415093,4,259.66,78.85415093,94.46938776,89.57317073,92.29946524,20.22139379,83.75268292,62.48836023,0.056193548,8.064814815,6.451851852,0.060749102,0.36139791,252,17
14,120,TD,10,10,10,5,7,7,5,3,7,9,7,9,1,1,3,3,2.4,79,26,18,-48.92891918,-1.468277946,9.88,9.088,6.97,3.102,-49.81997824,-0.102376578,36.6,50.4,49.6,41.6,30.74127236,0.07215445,47.64,48.44,16.02,0,-98.58223075,-0.802929882,8,35,1.8203,0.2275375,17.6,16.798,8.84,7.884,3.44,3.084,183,31.34885078,4,212.88,59.11485078,95.44318182,89.18552036,89.65116279,17.13051955,84.56616261,63.11071433,0.052008571,8.427314815,6.741851852,0.579498487,0.881433048,85,16
14,235,TD,8,10,10,5,7,7,7,3,9,9,9,9,1.8,1,3,1,1,77,23,19,-43.76058724,-1.398791541,11.156,7.7,4.212,2.98,-86.02746762,-0.129736289,37.4,50.4,49.6,40,26.7204438,0.039312613,53.2,49.74,7.86,0,-124.0349214,-0.92770977,8,55,2.9934,0.374175,8.54,7.782,3.2,2.552,2.5,2.354,399.6,75.83148602,7.4,413.84,88.51948602,91.12412178,79.75,94.16,18.97684835,96.20023909,87.77164829,0.054425455,13.85833333,11.08666667,0.19726179,1.248609189,199,15
14,65,TD,9,10,10,7,9,5,7,3,5,9,7,9,2.8,1.75,3,3,2,81,34,18,-52.54175744,-1.510574018,11.91,12.072,8.598,6.116,-37.03952728,-0.095273576,51.6,64.8,64,61,22.78432745,0.131049114,51.22,55.26,17.76,9.233333333,-75.97698021,-0.750033591,8,33,1.8664,0.2333,24.58,23.496,14.94,13.528,6.54,5.902,218,59.51140538,4.4,264.06,102.4374054,95.5899105,90.54886212,90.24464832,27.29880981,79.54130482,56.03302101,0.056557576,8.640740741,6.912592593,0.626620866,1.043591087,244,14
14,122,TD,9,9,10,7,7,7,7,3,7,9,7,9,3,0,3,3,2.4,76,38,21,-47.36842105,-1.316465257,12.064,10.162,8.128,3.668,-54.07234247,-0.124461865,56.4,66.6,63.8,57.6,10.64161273,0.008698419,50.86,51.52,24.7,0,-84.09310684,-0.818478837,9,42,0.9781,0.108677778,26.28,25.014,17.48,15.826,3.1,2.416,60.8,4.571395617,4,107.66,47.82739562,95.1826484,90.53775744,77.93548387,7.518742791,55.8876365,31.6460396,0.023288095,4.025102881,3.622592593,0.258122691,0.86409794,269,13
14,166,TD,10,10,10,5,9,7,7,3,5,9,7,9,2,1.8,3,1,1.4,79,34,18,-52.01042442,-1.46223565,11.542,10.85,8.446,5.176,-41.05769415,-0.098188395,48.2,58.8,57.2,51.2,15.77410931,0.039185319,55.12,58.1,24.73333333,15.25,-64.8041055,-0.701585163,8,29,1.3484,0.16855,12.7,11.778,11.46,10.322,1.46,1.298,81,21.51336562,2.2,106.62,44.91136562,92.74015748,90.06980803,88.90410959,26.55971064,73.36445916,56.07806643,0.046496552,6.242592593,4.994074074,0.565429255,0.468002266,130,12
14,59,TD,10,10,10,5,7,7,7,3,9,9,9,9,0,0,5,1,1.2,42,16,13,-40.32738095,-0.698640483,9.884,6.578,2.858,2.288,-96.64814587,-0.12298377,26.2,34.2,33.2,24.8,19.1766396,-0.018754641,52.94,45.82,15.92,0,-112.0378681,-0.866808104,9,80,2.5932,0.288133333,9.5,8.818,1.94,1.68,1.46,1.19,253.2,66.31729432,9,266.1,78.00529432,92.82105263,86.59793814,81.50684932,26.19166442,95.18421797,85.3215169,0.032415,10.67160494,9.604444444,-1.451369462,0.306855709,48,11
14,78,TD,10,10,10,7,7,7,9,3,7,9,7,9,2.25,1,1,5,4,75,22,18,-44.42424242,-1.374622356,10.238,8.454,4.262,3,-76.88144367,-0.119545348,46,60.4,59,46.8,22.09381166,0.012962767,46.18,47.32,13.9,0,-101.4902605,-0.788030126,9,61,1.7141,0.190455556,16.74,15.758,12.16,11.23,19.7,17.758,94.6,28.94192116,4.6,143.2,73.68792116,94.13381123,92.35197368,90.14213198,30.593997,65.29636078,40.89586333,0.0281,7.053909465,6.348518519,0.580275702,0.59801023,267,10
14,266,TD,9,10,10,5,7,5,7,3,7,9,9,9,1,1.25,5,1,2.2,72,19,18,-39.4371345,-1.304380665,9.036,8.704,6.746,2.234,-48.46428968,-0.10160942,39.8,53.4,50,33.8,17.00381307,-0.089126976,48.78,45.34,12.22,0,-113.433485,-0.824476504,9,50,2.4564,0.272933333,13.92,11.628,8.12,7.414,6.5,5.868,148.2,38.94908002,4,176.74,63.85908002,83.53448276,91.30541872,90.27692308,26.28143051,77.81236588,56.7082922,0.049128,10.10864198,9.097777778,0.350079131,1.038505136,230,9
14,82,TD,10,10,10,5,7,7,7,5,9,9,9,9,2.6,2.4,3,3,3,68,18,18,-36.76470588,-1.208459215,10.868,8.474,3.988,2.71,-85.64841798,-0.133793572,47.2,59.4,52.6,42.8,8.189253277,-0.085414236,48.28,49.2,11,0,-109.0700588,-0.840292776,9,86,2.2485,0.249833333,23.2,22.066,10.46,9.408,8.66,7.396,248.6,76.45092371,9.8,290.92,115.3209237,95.11206897,89.94263862,85.40415704,30.75258396,83.32922609,63.18053291,0.026145349,9.25308642,8.327777778,-0.518462988,0.372436749,49,8
14,86,TD,10,10,10,5,7,5,5,1,5,9,5,9,3.8,1.2,5,1,1.2,71,40,18,-49.33098592,-1.264350453,11.38,11.672,10.09,5.732,-25.38499171,-0.083791026,46,64.2,64,59.8,37.06619091,0.196499417,57.7,57.16,22.86,11.66666667,-77.26444403,-0.791510908,6,14,0.8374,0.139566667,20.36,19.31,20.76,15.528,4,3.65,57,5.71509434,1.8,102.12,44.20309434,94.84282908,74.79768786,91.25,10.0264813,54.02385598,88.9495786,0.059814286,5.169135802,3.101481481,0.718970033,0.27911568,52,7
14,268,TD,9,10,10,5,7,5,5,1,5,7,7,9,2.666666667,0,3,5,3,80,37,19,-51.19932432,-1.460725076,10.588,10.26,6.912,3.92,-50.15843791,-0.106731728,54.8,68.2,65.8,56.6,16.27290552,0.02081256,51.38,54.94,18.45,0,-92.82247772,-0.871850005,9,65,1.1659,0.129544444,32.6,27.26,23.96,22.708,10.88,10.056,171.8,46.90710449,8.8,239.24,106.9311045,83.6196319,94.77462437,92.42647059,27.30332042,66.73761977,46.80999294,0.017936923,4.797942387,4.318148148,0.046499437,0.688630904,268,6
14,77,TD,9,10,10,5,7,5,7,3,9,9,9,9,0,0,5,1,1.4,46,20,15,-40.76086957,-0.745468278,9.836,8.566,5.162,2.724,-68.39350577,-0.113592023,46.8,56.6,52.2,38.8,4.609486655,-0.123475125,49.32,45.76,11.66,0,-115.0707312,-0.836713695,9,36,2.5801,0.286677778,8.04,7.998,5.66,5.964,4.1,3.596,318.4,45.75099585,4.4,336.2,63.30899585,99.47761194,105.3710247,87.70731707,14.36903136,87.99875542,82.43839073,0.071669444,10.61769547,9.555925926,-0.400606437,0.531652565,259,5
14,116,TD,9,10,10,5,7,5,5,1,7,9,7,9,4,2,5,1,2,80,30,18,-51.25,-1.489425982,11.202,9.986,7.134,4.526,-51.60096544,-0.104931792,46.2,60.2,57.8,47.4,20.31862614,0.013111276,53.9,49.88,13.58,0,-113.5662485,-0.909676461,9,45,1.8665,0.207388889,12.34,12.724,10.18,10.548,5.84,5.282,224.8,41.61069273,6,253.16,70.16469273,103.1118314,103.6149312,90.44520548,18.51009463,88.74405347,63.18646994,0.041477778,7.681069959,6.912962963,0.596602402,0.96603672,81,4
14,78,TD,10,10,10,7,7,7,9,3,9,9,9,9,3.25,1.333333333,3,3,3,76,21,19,-40.94611529,-1.376132931,10.612,8.746,4.712,3.988,-68.82948485,-0.110538029,53.4,69.8,65.2,56.8,19.82687408,0.033308582,48,46.74,20.35,0,-92.41960847,-0.779027262,10,75,1.576,0.1576,29.64,27.246,22.12,19.868,9.9,9.078,136,33.56569842,6.6,197.66,89.75769842,91.92307692,89.81916817,91.6969697,24.6806606,66.24363364,42.41399639,0.021013333,5.837037037,5.837037037,0.580275702,0.59801023,267,3
14,109,TD,10,10,10,5,7,7,7,1,7,9,7,9,2.6,0.8,3,3,1.4,74,26,18,-47.81704782,-1.347432024,10.664,9.552,6.314,4.734,-52.66751911,-0.096740002,50.6,66.2,64.4,58.2,24.90189656,0.103341466,49.48,50.94,10.475,0,-109.8192383,-0.867407977,10,61,1.7814,0.17814,14.44,13.84,11.6,11.48,7.06,6.158,98.4,22.30350612,4.6,131.5,53.78150612,95.84487535,98.96551724,87.22379603,22.66616475,73.43657057,44.64353509,0.029203279,6.597777778,6.597777778,0.481078786,0.68405721,74,2
14,76,TD,9,10,10,5,9,5,7,1,5,7,5,7,2,0,3,3,2.6,78,50,19,-48.94871795,-1.402567976,11.502,11.71,10.824,6.432,-19.28330049,-0.072587674,54,72.2,70.8,62.6,27.90400523,0.120462501,48.28,54.24,24.5,32.62,-31.43810826,-0.355451363,9,53,0.9198,0.1022,21,20.04,24.24,20.71,11.88,10.98,54.2,,4,111.32,51.73,95.42857143,85.43729373,92.42424242,,50.57142477,,0.017354717,3.785185185,3.406666667,0.712802499,0.329516456,264,1
15,123,TD,9,9,10,5,7,5,7,3,7,9,9,9,1,1,3,3,1.2,75,21,17,-45.52380952,-1.398791541,9.434,8.95,5.538,2.932,-58.9388509,-0.104913758,33.2,46,44.6,38.2,30.72748001,0.068526573,51.14,47.86,9.76,0,-119.3542871,-0.880997136,8,31,1.206,0.15075,9.92,10.434,2.48,3.484,4.68,4.07,172.8,20.89255689,5,189.88,38.88055689,105.1814516,140.483871,86.96581197,12.09060005,87.54553836,69.27835257,0.038903226,5.583333333,4.466666667,0.435681415,0.288297725,87,1
15,155,TD,8,10,10,5,7,5,7,3,5,9,5,9,3.6,2,3,3,1.4,81,43,17,-53.68934826,-1.527190332,10.922,9.886,8.14,4.29,-42.91254726,-0.0987103,41.8,54.6,53.2,45.4,23.17068896,0.049665853,51.4,52.64,19.34,47.75,-11.88155322,-0.214406492,8,41,0.9983,0.1247875,20.92,19.094,18.16,16.664,4.96,3.592,128.8,29.18311929,5.4,172.84,68.53311929,91.27151052,91.76211454,72.41935484,22.65770131,72.67379491,47.27244919,0.02434878,4.621759259,3.697407407,0.61772856,0.291622644,119,2
15,10,TD,10,10,10,5,7,5,7,3,7,9,9,9,1.2,0,5,1,1,71,16,15,-41.85739437,-1.352719033,10.674,10.536,6.888,4.562,-47.17329808,-0.100616103,35.8,54.8,52.4,43,42.71341989,0.097125278,51.2,50.38,17.98,0,-99.24613045,-0.851821364,8,43,2.0007,0.2500875,9.34,8.986,6.84,6.83,2,1.558,228.8,31.8410212,5.4,246.98,49.2150212,96.20985011,99.85380117,77.9,13.91653025,92.52167572,71.15085893,0.046527907,9.2625,7.41,0.270335205,0.613636954,7,3
